Temp,WindSp,Precip,Snow,StationId,Date,Dir,Long,Lat,NumberOfLanes,FC,SpeedLimit,FRC,DayOfWeek,Month,Hour,AvgSp,ProbeCount,Volume,PenRate,ProbeCountLastWeek,AvgProbeCountLastMonth,fold
54.5,6.9,0.0,0,1,2019-02-04,0,-85.091041,35.422055,0,3,55,2,Monday,2,12,65.0,1.0,4.0,0.25,31.0,34.0,9
56.5,8.6,0.001,0,1,2019-02-04,0,-85.091041,35.422055,0,3,55,2,Monday,2,13,64.0,24.0,245.0,0.09795918367346938,7.0,24.0,9
59.1,9.1,0.0,0,1,2019-02-04,0,-85.091041,35.422055,0,3,55,2,Monday,2,14,70.0,1.0,85.0,0.011764705882352941,7.0,1.0,9
59.7,9.1,0.0,0,1,2019-02-04,0,-85.091041,35.422055,0,3,55,2,Monday,2,15,41.0,1.0,58.0,0.017241379310344827,1.0,76.0,9
59.2,8.3,0.001,0,1,2019-02-04,0,-85.091041,35.422055,0,3,55,2,Monday,2,16,45.0,7.0,27.0,0.25925925925925924,82.0,32.0,9
58.0,6.1,0.0,0,1,2019-02-04,0,-85.091041,35.422055,0,3,55,2,Monday,2,17,37.0,1.0,5.0,0.2,6.0,1.0,9
56.3,5.5,0.001,0,1,2019-02-04,0,-85.091041,35.422055,0,3,55,2,Monday,2,18,42.0,1.0,787.0,0.0012706480304955528,51.0,2.0,9
55.6,5.2,0.001,0,1,2019-02-04,0,-85.091041,35.422055,0,3,55,2,Monday,2,19,53.0,15.0,18.0,0.8333333333333334,2.0,1.0,9
56.9,4.2,0.01,0,1,2019-02-04,0,-85.091041,35.422055,0,3,55,2,Monday,2,20,33.0,2.0,13.0,0.15384615384615385,1.0,35.0,9
57.0,4.8,0.01,0,1,2019-02-04,0,-85.091041,35.422055,0,3,55,2,Monday,2,21,28.0,16.0,35.0,0.45714285714285713,8.0,12.0,9
57.1,5.3,0.02,0,1,2019-02-04,0,-85.091041,35.422055,0,3,55,2,Monday,2,22,40.0,2.0,269.0,0.007434944237918215,3.0,1.0,9
57.2,5.8,0.02,0,1,2019-02-04,0,-85.091041,35.422055,0,3,55,2,Monday,2,23,48.0,1.0,157.0,0.006369426751592357,20.0,63.0,9
57.3,6.5,0.03,0,1,2019-02-05,0,-85.091041,35.422055,0,3,55,2,Tuesday,2,0,23.0,2.0,3.0,0.6666666666666666,5.0,1.0,9
57.3,7.1,0.02,0,1,2019-02-05,0,-85.091041,35.422055,0,3,55,2,Tuesday,2,1,37.0,1.0,12.0,0.08333333333333333,1.0,12.0,9
56.8,2.4,0.01,0,1,2019-02-05,0,-85.091041,35.422055,0,3,55,2,Tuesday,2,10,58.0,1.0,1201.0,0.0008326394671107411,5.0,10.0,9
58.2,2.2,0.01,0,1,2019-02-05,0,-85.091041,35.422055,0,3,55,2,Tuesday,2,11,31.0,15.0,297.0,0.050505050505050504,14.0,85.0,9
56.7,5.0,0.01,0,1,2019-02-05,0,-85.091041,35.422055,0,3,55,2,Tuesday,2,2,27.0,1.0,54.0,0.018518518518518517,3.0,1.0,9
56.7,5.3,0.001,0,1,2019-02-05,0,-85.091041,35.422055,0,3,55,2,Tuesday,2,3,33.0,118.0,205.0,0.5756097560975609,64.0,1.0,9
56.5,4.8,0.001,0,1,2019-02-05,0,-85.091041,35.422055,0,3,55,2,Tuesday,2,4,47.0,42.0,246.0,0.17073170731707318,4.0,2.0,9
56.2,4.2,0.01,0,1,2019-02-05,0,-85.091041,35.422055,0,3,55,2,Tuesday,2,5,29.0,1.0,384.0,0.0026041666666666665,6.0,2.0,9
56.0,3.7,0.02,0,1,2019-02-05,0,-85.091041,35.422055,0,3,55,2,Tuesday,2,6,21.0,1.0,74.0,0.013513513513513514,9.0,4.0,9
55.7,3.1,0.03,0,1,2019-02-05,0,-85.091041,35.422055,0,3,55,2,Tuesday,2,7,53.0,25.0,20.0,1.25,4.0,2.0,9
54.9,0.3,0.03,0,1,2019-02-05,0,-85.091041,35.422055,0,3,55,2,Tuesday,2,8,17.0,3.0,673.0,0.004457652303120356,46.0,2.0,9
55.5,2.2,0.01,0,1,2019-02-05,0,-85.091041,35.422055,0,3,55,2,Tuesday,2,9,41.0,2.0,84.0,0.023809523809523808,9.0,46.0,9
56.5,8.6,0.001,0,4,2019-02-04,0,-84.993844,35.370028,0,3,55,4,Monday,2,13,26.0,1.0,265.0,0.0037735849056603774,21.0,5.0,9
59.1,9.1,0.0,0,4,2019-02-04,0,-84.993844,35.370028,0,3,55,4,Monday,2,14,37.0,11.0,113.0,0.09734513274336283,1.0,4.0,9
59.7,9.1,0.0,0,4,2019-02-04,0,-84.993844,35.370028,0,3,55,4,Monday,2,15,51.0,10.0,551.0,0.018148820326678767,36.0,2.0,9
59.2,8.3,0.001,0,4,2019-02-04,0,-84.993844,35.370028,0,3,55,4,Monday,2,16,49.0,34.0,125.0,0.272,1.0,1.0,9
58.0,6.1,0.0,0,4,2019-02-04,0,-84.993844,35.370028,0,3,55,4,Monday,2,17,47.0,12.0,195.0,0.06153846153846154,34.0,5.0,9
56.3,5.5,0.001,0,4,2019-02-04,0,-84.993844,35.370028,0,3,55,4,Monday,2,18,41.0,15.0,367.0,0.04087193460490463,3.0,80.0,9
55.6,5.2,0.001,0,4,2019-02-04,0,-84.993844,35.370028,0,3,55,4,Monday,2,19,35.0,4.0,28.0,0.14285714285714285,4.0,9.0,9
56.9,4.2,0.01,0,4,2019-02-04,0,-84.993844,35.370028,0,3,55,4,Monday,2,20,31.0,1.0,32.0,0.03125,1.0,1.0,9
57.0,4.8,0.01,0,4,2019-02-04,0,-84.993844,35.370028,0,3,55,4,Monday,2,21,32.0,1.0,26.0,0.038461538461538464,18.0,177.0,9
57.1,5.3,0.02,0,4,2019-02-04,0,-84.993844,35.370028,0,3,55,4,Monday,2,22,16.0,33.0,200.0,0.165,1.0,21.0,9
57.2,5.8,0.02,0,4,2019-02-04,0,-84.993844,35.370028,0,3,55,4,Monday,2,23,29.0,1.0,134.0,0.007462686567164179,8.0,16.0,9
57.3,6.5,0.03,0,4,2019-02-05,0,-84.993844,35.370028,0,3,55,4,Tuesday,2,0,39.0,1.0,150.0,0.006666666666666667,3.0,10.0,9
57.3,7.1,0.02,0,4,2019-02-05,0,-84.993844,35.370028,0,3,55,4,Tuesday,2,1,36.0,7.0,10.0,0.7,1.0,1.0,9
56.8,2.4,0.01,0,4,2019-02-05,0,-84.993844,35.370028,0,3,55,4,Tuesday,2,10,48.0,4.0,180.0,0.022222222222222223,2.0,28.0,9
58.2,2.2,0.01,0,4,2019-02-05,0,-84.993844,35.370028,0,3,55,4,Tuesday,2,11,56.0,22.0,7.0,3.142857142857143,8.0,3.0,9
60.2,2.5,0.0,0,4,2019-02-05,0,-84.993844,35.370028,0,3,55,4,Tuesday,2,12,54.0,2.0,112.0,0.017857142857142856,2.0,17.0,9
56.7,5.0,0.01,0,4,2019-02-05,0,-84.993844,35.370028,0,3,55,4,Tuesday,2,2,71.0,1.0,746.0,0.0013404825737265416,1.0,1.0,9
56.7,5.3,0.001,0,4,2019-02-05,0,-84.993844,35.370028,0,3,55,4,Tuesday,2,3,29.0,1.0,70.0,0.014285714285714285,2.0,19.0,9
56.5,4.8,0.001,0,4,2019-02-05,0,-84.993844,35.370028,0,3,55,4,Tuesday,2,4,26.0,1.0,669.0,0.0014947683109118087,4.0,3.0,9
56.2,4.2,0.01,0,4,2019-02-05,0,-84.993844,35.370028,0,3,55,4,Tuesday,2,5,35.0,6.0,2.0,3.0,10.0,2.0,9
56.0,3.7,0.02,0,4,2019-02-05,0,-84.993844,35.370028,0,3,55,4,Tuesday,2,6,34.0,4.0,445.0,0.008988764044943821,1.0,9.0,9
55.7,3.1,0.03,0,4,2019-02-05,0,-84.993844,35.370028,0,3,55,4,Tuesday,2,7,58.0,25.0,46.0,0.5434782608695652,2.0,3.0,9
54.9,0.3,0.03,0,4,2019-02-05,0,-84.993844,35.370028,0,3,55,4,Tuesday,2,8,56.0,42.0,16.0,2.625,34.0,91.0,9
55.5,2.2,0.01,0,4,2019-02-05,0,-84.993844,35.370028,0,3,55,4,Tuesday,2,9,45.0,20.0,11.0,1.8181818181818181,2.0,10.0,9
